\N;234;5;2023-03-23;\N;\N;\N
\N;175;2;2023-03-23;\N;\N;\N
\N;190;1;2023-03-23;\N;\N;\N
\N;235;5;2023-03-27;\N;\N;\N
\N;174;2;2023-03-27;\N;\N;\N
1361;191;1;2023-03-27;20221014050014;2023-03-27 16:30:00;2023-03-27 18:00:00
1360;191;1;2023-03-27;20191014050040;2023-03-27 16:30:00;2023-03-27 18:00:00
1362;191;1;2023-03-27;20181014050020;2023-03-27 16:30:00;2023-03-27 18:00:00
1340;236;5;2023-03-30;20201014050029;2023-03-30 20:43:09;2023-03-30 22:07:28
1341;236;5;2023-03-30;20202014050016;2023-03-30 20:43:24;2023-03-30 22:04:37
1342;236;5;2023-03-30;20212014050036;2023-03-30 20:44:24;2023-03-30 21:31:37
1343;236;5;2023-03-30;20172014050035;2023-03-30 20:44:25;2023-03-30 22:07:28
1344;236;5;2023-03-30;20171014050033;2023-03-30 20:44:52;2023-03-30 21:54:49
1345;236;5;2023-03-30;20172014050037;2023-03-30 20:45:04;2023-03-30 21:54:23
1346;236;5;2023-03-30;20192014050022;2023-03-30 20:45:08;2023-03-30 22:08:02
1347;236;5;2023-03-30;20192014050015;2023-03-30 20:45:08;2023-03-30 22:02:39
1348;236;5;2023-03-30;20211014050026;2023-03-30 20:45:09;2023-03-30 22:05:04
1349;236;5;2023-03-30;20211014050009;2023-03-30 20:45:16;2023-03-30 21:57:48
1350;236;5;2023-03-30;20192014050019;2023-03-30 20:45:20;2023-03-30 22:07:48
1351;236;5;2023-03-30;20181014050041;2023-03-30 20:46:19;2023-03-30 22:07:40
1352;236;5;2023-03-30;20212014050020;2023-03-30 20:46:21;2023-03-30 22:04:09
1353;236;5;2023-03-30;20201014050008;2023-03-30 20:46:22;2023-03-30 22:07:55
1354;236;5;2023-03-30;20212014050037;2023-03-30 20:46:41;2023-03-30 22:05:11
1355;236;5;2023-03-30;20201014050038;2023-03-30 20:46:53;2023-03-30 21:43:26
1356;236;5;2023-03-30;20202014050023;2023-03-30 20:50:21;2023-03-30 22:07:48
1357;236;5;2023-03-30;20181014050033;2023-03-30 20:57:52;2023-03-30 22:07:45
1324;173;2;2023-03-30;20192014050017;2023-03-30 19:02:48;2023-03-30 20:30:00
1325;173;2;2023-03-30;20212014050044;2023-03-30 19:05:00;2023-03-30 20:30:00
1326;173;2;2023-03-30;20212014050011;2023-03-30 19:05:15;2023-03-30 20:30:00
1327;173;2;2023-03-30;20222014050029;2023-03-30 19:11:00;2023-03-30 20:30:00
1328;173;2;2023-03-30;20222014050005;2023-03-30 19:11:01;2023-03-30 20:30:00
1329;173;2;2023-03-30;20222014050034;2023-03-30 19:11:26;2023-03-30 20:30:00
1330;173;2;2023-03-30;20222014050026;2023-03-30 19:11:55;2023-03-30 20:30:00
1331;173;2;2023-03-30;20222014050022;2023-03-30 19:12:15;2023-03-30 20:30:00
1332;173;2;2023-03-30;20222014050011;2023-03-30 19:12:20;2023-03-30 20:30:00
1333;173;2;2023-03-30;20222014050036;2023-03-30 19:13:32;2023-03-30 20:30:00
1334;173;2;2023-03-30;20222014050020;2023-03-30 19:19:00;2023-03-30 20:30:00
1335;173;2;2023-03-30;20222014050032;2023-03-30 19:30:51;2023-03-30 19:30:51
1336;173;2;2023-03-30;20222014050033;2023-03-30 19:31:14;2023-03-30 20:30:00
1337;173;2;2023-03-30;20222014050031;2023-03-30 19:31:43;2023-03-30 20:30:00
1338;173;2;2023-03-30;20231014050033;2023-03-30 19:32:28;2023-03-30 20:30:00
1339;173;2;2023-03-30;20222014050039;2023-03-30 20:35:07;2023-03-30 20:30:00
1323;192;1;2023-03-30;\N;2023-03-30 18:14:32;2023-03-30 18:00:00
1363;192;1;2023-03-30;20191014050040;2023-03-30 16:30:00;2023-03-30 18:00:00
1364;192;1;2023-03-30;20211014050011;2023-03-30 16:30:00;2023-03-30 18:00:00
1365;192;1;2023-03-30;20211014050023;2023-03-30 16:30:00;2023-03-30 18:00:00
1366;192;1;2023-03-30;20221014050014;2023-03-30 16:30:00;2023-03-30 18:00:00
1367;192;1;2023-03-30;20181014050020;2023-03-30 16:30:00;2023-03-30 18:00:00
1368;192;1;2023-03-30;20211014050029;2023-03-30 16:30:00;2023-03-30 18:00:00
\N;273;5;2023-04-01;\N;\N;\N
\N;185;2;2023-04-01;\N;\N;\N
\N;229;1;2023-04-01;\N;\N;\N
1389;237;5;2023-04-03;20211014050026;2023-04-03 20:42:23;2023-04-03 22:01:26
1390;237;5;2023-04-03;20202014050016;2023-04-03 20:42:57;2023-04-03 22:00:10
1391;237;5;2023-04-03;20172014050037;2023-04-03 20:43:15;2023-04-03 21:51:25
1392;237;5;2023-04-03;20202014050023;2023-04-03 20:44:03;2023-04-03 22:05:35
1393;237;5;2023-04-03;20201014050015;2023-04-03 20:44:17;2023-04-03 22:02:22
1394;237;5;2023-04-03;20211014050009;2023-04-03 20:44:18;2023-04-03 22:01:00
1395;237;5;2023-04-03;20192014050022;2023-04-03 20:45:38;2023-04-03 22:07:48
1396;237;5;2023-04-03;20181014050041;2023-04-03 20:46:05;2023-04-03 22:07:22
1397;237;5;2023-04-03;20192014050019;2023-04-03 20:46:12;2023-04-03 22:07:43
1398;237;5;2023-04-03;20181014050033;2023-04-03 20:46:17;2023-04-03 22:07:19
1399;237;5;2023-04-03;20212014050036;2023-04-03 20:46:38;2023-04-03 21:50:10
1400;237;5;2023-04-03;20212014050020;2023-04-03 20:47:26;2023-04-03 21:47:07
1401;237;5;2023-04-03;20201014050029;2023-04-03 20:47:58;2023-04-03 22:07:12
1402;237;5;2023-04-03;20192014050015;2023-04-03 20:51:08;2023-04-03 22:06:09
1403;237;5;2023-04-03;20212014050037;2023-04-03 20:51:08;2023-04-03 22:06:10
1404;237;5;2023-04-03;20172014050035;2023-04-03 20:53:40;2023-04-03 22:07:25
1375;172;2;2023-04-03;20222014050036;2023-04-03 19:00:17;2023-04-03 20:30:00
1376;172;2;2023-04-03;20222014050022;2023-04-03 19:05:48;2023-04-03 20:30:00
1377;172;2;2023-04-03;20212014050011;2023-04-03 19:06:02;2023-04-03 20:30:00
1378;172;2;2023-04-03;20212014050044;2023-04-03 19:07:23;2023-04-03 20:30:00
1379;172;2;2023-04-03;20222014050039;2023-04-03 19:08:17;2023-04-03 20:30:00
1380;172;2;2023-04-03;20222014050005;2023-04-03 19:10:18;2023-04-03 20:30:00
1381;172;2;2023-04-03;20192014050017;2023-04-03 19:10:34;2023-04-03 20:30:00
1382;172;2;2023-04-03;20222014050034;2023-04-03 19:11:00;2023-04-03 20:30:00
1383;172;2;2023-04-03;20231014050033;2023-04-03 19:12:05;2023-04-03 20:30:00
1384;172;2;2023-04-03;20222014050033;2023-04-03 19:13:52;2023-04-03 20:30:00
1385;172;2;2023-04-03;20222014050021;2023-04-03 19:19:33;2023-04-03 20:30:00
1386;172;2;2023-04-03;20222014050031;2023-04-03 19:31:46;2023-04-03 20:30:00
1387;172;2;2023-04-03;20222014050020;2023-04-03 19:36:17;2023-04-03 20:30:00
1388;172;2;2023-04-03;20212014050004;2023-04-03 20:05:23;2023-04-03 20:30:00
1370;193;1;2023-04-03;20221014050014;2023-04-03 16:32:08;2023-04-03 18:00:00
1371;193;1;2023-04-03;20191014050040;2023-04-03 16:36:12;2023-04-03 17:59:36
1372;193;1;2023-04-03;20211014050029;2023-04-03 16:39:57;2023-04-03 18:00:00
1373;193;1;2023-04-03;20211014050011;2023-04-03 16:40:19;2023-04-03 18:00:00
1374;193;1;2023-04-03;20181014050020;2023-04-03 16:48:22;2023-04-03 18:00:00
\N;238;5;2023-04-06;\N;\N;\N
\N;170;2;2023-04-06;\N;\N;\N
\N;194;1;2023-04-06;\N;\N;\N
1433;239;5;2023-04-10;20172014050035;2023-04-10 20:40:15;2023-04-10 22:09:56
1434;239;5;2023-04-10;20202014050016;2023-04-10 20:40:45;2023-04-10 22:10:00
1435;239;5;2023-04-10;20212014050036;2023-04-10 20:40:46;2023-04-10 21:52:06
1436;239;5;2023-04-10;20201014050029;2023-04-10 20:42:10;2023-04-10 22:09:38
1437;239;5;2023-04-10;20181014050041;2023-04-10 20:42:16;2023-04-10 22:09:52
1438;239;5;2023-04-10;20201014050038;2023-04-10 20:42:18;2023-04-10 22:10:00
1439;239;5;2023-04-10;20211014050026;2023-04-10 20:43:02;2023-04-10 22:09:53
1440;239;5;2023-04-10;20211014050009;2023-04-10 20:43:14;2023-04-10 21:57:23
1441;239;5;2023-04-10;20212014050020;2023-04-10 20:43:41;2023-04-10 20:43:41
1442;239;5;2023-04-10;20201014050015;2023-04-10 20:44:03;2023-04-10 22:09:53
1443;239;5;2023-04-10;20202014050023;2023-04-10 20:44:30;2023-04-10 21:58:24
1444;239;5;2023-04-10;20192014050015;2023-04-10 20:45:53;2023-04-10 22:08:55
1445;239;5;2023-04-10;20192014050022;2023-04-10 20:46:29;2023-04-10 22:10:00
1446;239;5;2023-04-10;20181014050042;2023-04-10 20:47:26;2023-04-10 22:10:00
1447;239;5;2023-04-10;20212014050037;2023-04-10 20:51:57;2023-04-10 22:06:42
1448;239;5;2023-04-10;20181014050033;2023-04-10 20:52:32;2023-04-10 22:10:00
1409;171;2;2023-04-10;20212014050044;2023-04-10 19:01:36;2023-04-10 20:30:00
1410;171;2;2023-04-10;20212014050011;2023-04-10 19:02:22;2023-04-10 20:30:00
1411;171;2;2023-04-10;20222014050036;2023-04-10 19:02:41;2023-04-10 20:30:00
1412;171;2;2023-04-10;20222014050039;2023-04-10 19:04:17;2023-04-10 20:30:00
1413;171;2;2023-04-10;20222014050021;2023-04-10 19:05:21;2023-04-10 19:05:21
1414;171;2;2023-04-10;20222014050005;2023-04-10 19:07:18;2023-04-10 20:30:00
1415;171;2;2023-04-10;20222014050034;2023-04-10 19:07:32;2023-04-10 20:30:00
1416;171;2;2023-04-10;20222014050029;2023-04-10 19:07:45;2023-04-10 20:30:00
1417;171;2;2023-04-10;20212014050010;2023-04-10 19:10:21;2023-04-10 20:30:00
1418;171;2;2023-04-10;20222014050011;2023-04-10 19:11:01;2023-04-10 20:30:00
1419;171;2;2023-04-10;20222014050033;2023-04-10 19:11:02;2023-04-10 20:30:00
1420;171;2;2023-04-10;20221014050024;2023-04-10 19:12:36;2023-04-10 20:30:00
1421;171;2;2023-04-10;20231014050033;2023-04-10 19:12:37;2023-04-10 20:30:00
1422;171;2;2023-04-10;20222014050022;2023-04-10 19:12:41;2023-04-10 20:30:00
1423;171;2;2023-04-10;20222014050032;2023-04-10 19:13:32;2023-04-10 19:13:32
1424;171;2;2023-04-10;20192014050017;2023-04-10 19:13:57;2023-04-10 20:30:00
1425;171;2;2023-04-10;20222014050026;2023-04-10 19:14:07;2023-04-10 20:30:00
1426;171;2;2023-04-10;20222014050006;2023-04-10 19:15:18;2023-04-10 20:30:00
1427;171;2;2023-04-10;20212014050026;2023-04-10 19:15:28;2023-04-10 20:30:00
1428;171;2;2023-04-10;20222014050010;2023-04-10 19:15:42;2023-04-10 20:30:00
1429;171;2;2023-04-10;20222014050020;2023-04-10 19:17:36;2023-04-10 20:30:00
1430;171;2;2023-04-10;20222014050038;2023-04-10 19:19:24;2023-04-10 20:30:00
1431;171;2;2023-04-10;20222014050031;2023-04-10 19:22:34;2023-04-10 20:30:00
1432;171;2;2023-04-10;20222014050003;2023-04-10 19:25:35;2023-04-10 20:30:00
1405;195;1;2023-04-10;20221014050014;2023-04-10 16:33:02;2023-04-10 18:00:00
1406;195;1;2023-04-10;20181014050020;2023-04-10 16:34:10;2023-04-10 18:00:00
1407;195;1;2023-04-10;20191014050040;2023-04-10 16:34:13;2023-04-10 18:00:00
1408;195;1;2023-04-10;20221014050007;2023-04-10 16:35:05;2023-04-10 18:00:00
1472;240;5;2023-04-13;20212014050036;2023-04-13 20:40:03;2023-04-13 21:49:33
1473;240;5;2023-04-13;20201014050029;2023-04-13 20:40:04;2023-04-13 22:06:00
1474;240;5;2023-04-13;20202014050016;2023-04-13 20:40:21;2023-04-13 21:58:04
1475;240;5;2023-04-13;20211014050009;2023-04-13 20:40:54;2023-04-13 22:07:03
1476;240;5;2023-04-13;20201014050038;2023-04-13 20:41:12;2023-04-13 21:50:19
1477;240;5;2023-04-13;20181014050033;2023-04-13 20:41:24;2023-04-13 22:07:42
1478;240;5;2023-04-13;20172014050035;2023-04-13 20:41:32;2023-04-13 22:07:16
1479;240;5;2023-04-13;20172014050037;2023-04-13 20:41:38;2023-04-13 21:51:45
1480;240;5;2023-04-13;20201014050015;2023-04-13 20:41:46;2023-04-13 22:00:41
1481;240;5;2023-04-13;20212014050020;2023-04-13 20:41:50;2023-04-13 20:41:50
1482;240;5;2023-04-13;20211014050026;2023-04-13 20:42:19;2023-04-13 22:07:07
1483;240;5;2023-04-13;20181014050041;2023-04-13 20:42:24;2023-04-13 22:04:07
1484;240;5;2023-04-13;20202014050023;2023-04-13 20:43:39;2023-04-13 22:09:50
1485;240;5;2023-04-13;20181014050017;2023-04-13 20:44:18;2023-04-13 22:04:31
1486;240;5;2023-04-13;20192014050022;2023-04-13 20:45:47;2023-04-13 22:05:05
1487;240;5;2023-04-13;20181014050042;2023-04-13 20:46:42;2023-04-13 22:06:52
1488;240;5;2023-04-13;20192014050019;2023-04-13 20:49:00;2023-04-13 22:05:59
1453;169;2;2023-04-13;20192014050017;2023-04-13 19:00:17;2023-04-13 20:29:24
1454;169;2;2023-04-13;20222014050032;2023-04-13 19:00:54;2023-04-13 20:28:39
1455;169;2;2023-04-13;20222014050029;2023-04-13 19:01:16;2023-04-13 20:29:33
1456;169;2;2023-04-13;20222014050039;2023-04-13 19:01:58;2023-04-13 20:28:34
1457;169;2;2023-04-13;20222014050036;2023-04-13 19:02:04;2023-04-13 19:02:04
1458;169;2;2023-04-13;20222014050006;2023-04-13 19:03:30;2023-04-13 20:28:05
1459;169;2;2023-04-13;20212014050044;2023-04-13 19:04:19;2023-04-13 20:28:49
1460;169;2;2023-04-13;20212014050026;2023-04-13 19:04:29;2023-04-13 20:27:56
1461;169;2;2023-04-13;20212014050011;2023-04-13 19:05:24;2023-04-13 20:28:20
1462;169;2;2023-04-13;20222014050022;2023-04-13 19:06:05;2023-04-13 20:27:54
1463;169;2;2023-04-13;20222014050005;2023-04-13 19:08:39;2023-04-13 20:28:05
1464;169;2;2023-04-13;20222014050034;2023-04-13 19:08:43;2023-04-13 20:28:15
1465;169;2;2023-04-13;20222014050026;2023-04-13 19:08:48;2023-04-13 20:27:57
1466;169;2;2023-04-13;20222014050031;2023-04-13 19:09:24;2023-04-13 19:09:24
1467;169;2;2023-04-13;20231014050033;2023-04-13 19:12:47;2023-04-13 20:28:57
1468;169;2;2023-04-13;20222014050038;2023-04-13 19:14:49;2023-04-13 20:28:09
1469;169;2;2023-04-13;20222014050033;2023-04-13 19:17:04;2023-04-13 20:28:28
1470;169;2;2023-04-13;20222014050021;2023-04-13 19:21:34;2023-04-13 20:28:09
1471;169;2;2023-04-13;20222014050020;2023-04-13 19:44:39;2023-04-13 20:30:00
1449;196;1;2023-04-13;20221014050014;2023-04-13 16:35:39;2023-04-13 17:59:14
1450;196;1;2023-04-13;20221014050007;2023-04-13 16:39:14;2023-04-13 18:00:00
1451;196;1;2023-04-13;20191014050040;2023-04-13 16:39:14;2023-04-13 18:00:00
1452;196;1;2023-04-13;20211014050011;2023-04-13 16:51:53;2023-04-13 18:00:00
\N;274;5;2023-04-15;\N;\N;\N
\N;186;2;2023-04-15;\N;\N;\N
\N;230;1;2023-04-15;\N;\N;\N
1512;241;5;2023-04-17;20202014050016;2023-04-17 20:40:30;2023-04-17 21:59:53
1513;241;5;2023-04-17;20201014050029;2023-04-17 20:40:56;2023-04-17 21:49:08
1514;241;5;2023-04-17;20201014050008;2023-04-17 20:40:59;2023-04-17 21:48:44
1515;241;5;2023-04-17;20212014050020;2023-04-17 20:41:07;2023-04-17 20:41:07
1516;241;5;2023-04-17;20211014050026;2023-04-17 20:41:08;2023-04-17 21:55:43
1517;241;5;2023-04-17;20181014050033;2023-04-17 20:41:18;2023-04-17 22:00:09
1518;241;5;2023-04-17;20212014050036;2023-04-17 20:41:23;2023-04-17 21:44:05
1519;241;5;2023-04-17;20201014050038;2023-04-17 20:41:32;2023-04-17 21:55:58
1520;241;5;2023-04-17;20181014050042;2023-04-17 20:42:11;2023-04-17 21:54:13
1521;241;5;2023-04-17;20181014050041;2023-04-17 20:42:18;2023-04-17 22:00:20
1522;241;5;2023-04-17;20211014050009;2023-04-17 20:42:48;2023-04-17 21:55:36
1523;241;5;2023-04-17;20202014050023;2023-04-17 20:43:49;2023-04-17 22:08:58
1524;241;5;2023-04-17;20201014050015;2023-04-17 20:44:39;2023-04-17 22:00:50
1525;241;5;2023-04-17;20172014050035;2023-04-17 20:45:23;2023-04-17 21:52:21
1526;241;5;2023-04-17;20192014050022;2023-04-17 20:49:05;2023-04-17 22:01:27
1527;241;5;2023-04-17;20172014050037;2023-04-17 20:49:51;2023-04-17 21:33:09
1528;241;5;2023-04-17;20192014050019;2023-04-17 20:50:01;2023-04-17 22:01:03
1529;241;5;2023-04-17;20192014050015;2023-04-17 20:51:49;2023-04-17 21:52:27
